"ANNUAL_REPORT_YEAR","WDID","REGION","REG_MEAS_STATUS","LAST_UPDATED_ON","SSS_CATEGORY","POP_SERVED","X._ENTRY_STAFF","X._JOURNEY_STAFF","X._SUPERVISORY_STAFF","X._MANAGERIAL_STAFF","X._CERTIFIED_GRADE_I","X._CERTIFIED_GRADE_II","X._CERTIFIED_GRADE_III","X._CERTIFIED_GRADE_IV","X._CERTIFIED_GRADE_V","X._CERTIFIED_CSUS","OTHER_CERTIFICATIONS","MILES_FORCED_MAINS","MILES_GRAVITY_SEWERS","X.6IN_OR_LESS_GRAVITY_MAIN","X.8IN_GRAVITY_MAIN","X.9.18IN_GRAVITY_MAIN","X.19.36IN_GRAVITY_MAIN","X.36IN_GREATER_GRAVITY_MAIN","X.UNK_DIAM_GRAVITY_MAIN","X.TOT_GRAVITY_MAIN","X.6IN_OR_LESS_FORCE_MAIN","X.8IN_FORCE_MAIN","X.9.18IN_FORCE_MAIN","X.19.36IN_FORCE_MAIN","X.36IN_GREATER_FORCE_MAIN","X.UNK_FORCE_MAIN","X.TOT_FORCE_MAIN","X._CONNECTED_LATERALS","X._LATERALS_OWNED_OPERATED","PORTIONS_LATERAL_RESPONSIBLE","MILES_LATERAL_RESPONSIBLE","X.GRAVITY_MAIN_2020.PRESENT","X.GRAVITY_MAIN_2000.2019","X.GRAVITY_MAIN_1980.1999","X.GRAVITY_MAIN_1960.1979","X.GRAVITY_MAIN_1940.1959","X.GRAVITY_MAIN_1920.1939","X.GRAVITY_MAIN_1900.1919","X.GRAVITY_MAIN_BEFORE_1900","X.GRAVITY_MAIN_UNKNOWN_AGE","X.GRAVITY_MAIN_TOTAL","X.PUMP_75000_GAL.DAY_OR_OVER_2020.PRESENT","X.PUMP_75000_GAL.DAY_OR_OVER_2000.2019","X.PUMP_75000_GAL.DAY_OR_OVER_1980.1999","X._PUMP_75000_GAL.DAY_OR_OVER_1960.1979","X.PUMP_75000_GAL.DAY_OVER_1940.1959","X.PUMP_75000_GAL.OR_OVER_1920.1939","X.PUMP_75000_GAL.DAY_OR_OVER_1900.1919","X.PUMP_75000_GAL.DAY_OR_OVER_BEFORE_1900","X.PUMP_75000_GAL.DAY_OR_OVER_UNKNOWN_AGE","X.PUMP_75000_GAL.DAY_OR_OVER_TOTAL","X.PUMP_UNDER_75000_GAL.DAY_2020.NOW","X.PUMP_UNDER_75000_GAL.DAY_2000.2019","X.PUMP_UNDER_75000_GAL.DAY_1980.1999","X.PUMP_UNDER_75000_GAL.DAY_UNDER_1960.1979","X.PUMP_UNDER_75000_GAL.DAY_1940.1959","X.PUMP_UNDER_75000_GAL.DAY_1920.1939","X.PUMP_UNDER_75000_GAL.DAY_1900.1919","X.PUMP_UNDER_75000_GAL.DAY_BEFORE_1900","X.PUMP_UNDER_75000_GAL.DAY_UNKNOWN_AGE","X.PUMP_UNDER_75000_GAL.DAY_TOTAL","EST_MILES_NOT_ACCESSIBLE","MILES_CLEANED","MILES_INSPECTED","FIRST_ROW_TREATMENT_PLANT_WDID","FIRST_ROW_NAME_ADDRESS","FIRST_ROW_RELATIONSHIP","SECOND_ROW_TREATMENT_PLANT_WDID","SECOND_ROW_NAME_ADDRESS","SECOND_ROW_RELATIONSHIP","THIRD_ROW_TREATMENT_PLANT_WDID","THIRD_ROW_NAME_ADDRESS","THIRD_ROW_RELATIONSHIP","FOURTH_ROW_TREATMENT_PLANT_WDID","FOURTH_ROW_NAME_ADDRESS","FOURTH_ROW_RELATIONSHIP","SATELLITE_TRIBUTARY_SYSTEMS","FIRST_ROW_TRIBUTARY_SYSTEM_OWNED","FIRST_ROW_TRIBUTARY_SYSTEM_NAME","FIRST_ROW_COLLECTION_SYSTEM_WDID","SECOND_ROW_TRIBUTARY_SYSTEM_OWNED","SECOND_ROW_TRIBUTARY_SYSTEM_NAME","SECOND_ROW_COLLECTION_SYSTEM_WDID","THIRD_ROW_TRIBUTARY_SYSTEM_OWNED","THIRD_ROW_TRIBUTARY_SYSTEM_NAME","THIRD_ROW_COLLECTION_SYSTEM_WDID","FOURTH_ROW_TRIBUTARY_SYSTEM_OWNED","FOURTH_ROW_TRIBUTARY_SYSTEM_NAME","FOURTH_ROW_TREATMENT_PLANT_WDID.1","FIFTH_ROW_TRIBUTARY_SYSTEM_OWNED","FIFTH_ROW_TRIBUTARY_SYSTEM_NAME","FIFTH_ROW_TREATMENT_PLANT_WDID","INFO_ADDITIONAL_TRIBUTARY_SYSTEMS","X.GRAVITY_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X.FORCE_MAINLINE_AERIAL_OR_UNDER_GROUND_CROSSINGS","X._SIPHONS","SYSTEM_PERFORMANCE_EVAL_ATTACHED","SPILL_EMERGENCY_RESPONSE_PLAN_UPDATED","MAJOR_SPILL_CAUSES","SPILL_CAUSES_OTHER_DESC","FAILURE_POINTS","FAILURE_POINTS_OTHER_DESC","ONGOING_SPILL_INVESTIGATIONS","ACTIONS_TAKEN_TO_ADDRESS_DEFICIENCIES","X"
2025,"2SSO11204","2",616,"25-MAR-26","Municipal(Public)",440000,28,37,8,3,11,1,1,2,0,1,NA,1,932,6,67,17,4,1,5,100,70,22,8,0,0,0,100,112380,0,"None",0,4,25,15,10,36,0,0,0,10,100,2,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0,0,0,9,0,272,92,"2 019014001","001-EBMUD,    , CA  ","WWTP other agency","","","","","","","","","","Y","N","City of Piedmont","2SSO10166","","","","","","","","","","","","",NA,432,1,0,"Y","Y","Root Intrusion",NA,"Gravity Mainline",NA,"None","Accelerated preventive maintenance; pipe repair/rehab; level monitoring",NA
2023,"5SSO11446","5F",616,"26-MAR-24","Prison",565,0,9,1,1,0,0,0,0,0,0,"",0,1,30,40,30,0,0,0,100,0,0,0,0,0,0,0,0,0,"Lower only",0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5SSO11446","Juvenile Justice Campus CS, 2220  Tulare Street, Fresno, CA 93721 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",10,0,2,"N","N","Root Intrusion","","Force Main","","N/A","N/A",NA
2024,"5SSO11446","5F",616,"09-DEC-25","Prison",565,0,4,2,1,0,0,0,0,0,0,"",0,1,30,40,30,0,0,0,100,0,0,0,0,0,0,0,0,0,"Lower only",0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"5B10NC00011","Fresno Cnty Juvenile Justice WWTF, 3333  American Avenue , Fresno, CA 93725 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","N","Other (specify below)","None","Other (specify below)","WWTP Influent Pumps","N/A","N/A",NA
2025,"5SSO11446","5F",616,"16-MAR-26","Prison",565,0,4,2,1,0,0,0,0,0,0,"",0,1,30,40,30,0,0,0,100,0,0,0,0,0,0,0,0,0,"Lower only",0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,"5B10NC00011","Fresno Cnty Juvenile Justice WWTF, 3333  American Avenue , Fresno, CA 93725 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","N","Other (specify below)","None","Other (specify below)","WWTP Influent Pumps","N/A","N/A",NA
2024,"5SSO20025","5F",616,"30-DEC-25","Municipal(Public)",3477,0,1,1,0,0,0,0,0,0,0,"Wastewater grade II #41849 SWRCB ",1.2,10.6,32,58,10,0,0,0,100,0,0,100,0,0,0,0,900,1,"Lower only",2.4,0,25,12,27,6,0,0,0,30,100,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"5D100114001","Riverdale WWTF, 20896  Malsbary , Riverdale, CA 93656-9274 ","WWTP same agency","","","","","","","","","","N","N"," ","","Y","Combined ","5D100114001","N","Riverdale PUD ","5D100114001","N","Riverdale PUD ","5D100114001","N","Riverdale PUD "," 5D100114001","",3,2,0,"N","N","Fats, Oil and Grease (FOG)","","Pump Station - Controls","","Check manholes ","Checking lift stations ",NA
2023,"3SSO11469","3",616,"31-DEC-25","Municipal(Public)",113000,1,8,2,1,0,1,1,0,0,10,"7 operators are dual certified in Water Distribution and Water Treatment.",0,243,41,35,17,2,0,5,100,100,0,0,0,0,0,100,21849,0,"None",0,0,23,36,29,3,2,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,238,16,"3 420109001","City of Santa Maria WWTP, 601 Black Rd. Santa Maria, CA 93458","WWTP same agency","","","","","","","","","","Y","N","Santa Barbara County Laguna Sanitation","3SSO10279","","","","","","","","","","","","","N/A",10,0,12,"Y","Y","Vandalism (specify below)","One sewer spill occurred in 2023.  This was caused by debris dumped into sewer manhole.","Manhole","One sewer spill occurred in 2023.  This was caused by debris dumped into sewer manhole.","None","A total of 37 repairs were made to sewer mains or manholes in 2023 to address defects found during system inspection and maintenance activities.  Over 10,500 ft. of sanitary sewer was treated for root control purposes in 2023.  Four potential sewer spills were prevented in 2023 by alarms from the City's network of sewer level monitors and timely response from City operators.  One major illegal dumping of pool slurry was fully remedied in 2023 with help from an outside contractor to clean the pool slurry and video the lines to assure full removal.  ",NA
2024,"3SSO11469","3",616,"31-DEC-25","Municipal(Public)",110608,1,8,2,1,1,0,3,0,0,10,"6 Sewer Operators are classified as Water Resources Operators (with at least two certificates in Wastewater Treatment and Water Treatment with a few other operators with additional certificates in Water Distribution and Collections) and 3 operators are classified as Wastewater Operators certified with Wastewater Treatment certificates and some also hold CWEA Collection System certificates.  ",0,243,41,35,17,2,0,5,100,100,0,0,0,0,0,100,21849,0,"None",0,0,23,36,29,3,2,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,331.2,10,"3 420109001","City of Santa Maria WWTP, 601 Black Rd. Santa Maria, CA 93458","WWTP same agency","","","","","","","","","","Y","N","Santa Barbara County Laguna Sanitation ","3SSO10279","","","","","","","","","","","","","N/A",10,0,12,"Y","Y","Other (specify below)","Spill 895450 was caused by remnants of pool construction debris from a private lateral which are suspected to be from an illegal dump event at 3058 Patricia Ct on 12/2022, which was reported on the 2023 Annual Report. The mainline was inspected after the initial event, which showed full removal of debris, so staff concluded this debris came from a private lateral due to the nature of the material.  Spill 893307 was due to debris from root material, which was identified during pipe cleaning and CCTV footage.  ","Gravity Mainline","","None","11 sewer repairs and 50 manhole rehabilitations were performed in 2024 to address defects identified during collection system inspections and routine maintenance activities. Sewer repairs and manhole rehabilitation are part of an ongoing effort to prevent spills and system failures. The City also uses a network of 23 Mission Communications sewer level monitors and 9 SmartCovers to notify staff when there is a sewer surcharge to prevent spills. Pretreatment Program staff also performed 185 Food Service Establishment inspections and 2 FOG awareness door tagging events in residential areas to help reduce FOG in the collection system.   ",NA
2025,"3SSO11469","3",616,"26-MAR-26","Municipal(Public)",112225,2,8,2,2,1,0,3,0,0,10,"6 Sewer Operators are classified as Water Resources Operators (with at least two certificates in Wastewater Treatment and Water Treatment with a few other operators and additional certificates in Water Distribution and Collections) and 3 operators are classified as Wastewater Operators certified with Wastewater Treatment certificates, and some also hold CWEA Collection System certificates. ",0,243,41,35,17,2,0,5,100,100,0,0,0,0,0,100,21849,0,"None",0,0,23,36,29,3,2,0,0,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,362.4,10.4,"3 420109001","City of Santa Maria CS, 601 Black Rd, Santa Maria, CA 93458","WWTP same agency","","","","","","","","","","Y","N","Santa Barbara County Laguna Sanitation ","3SSO10279","","","","","","","","","","","","","N/A",10,0,12,"Y","Y","Other (specify below)","N/A","Other (specify below)","N/A","None","16 sewer line repairs and 1 sewer line capacity upgrade were performed in 2025 to address deficiencies during routine maintenance activities and collection systems inspections, which included CCTV inspections. In contrast to 2024, no manhole rehabilitations were performed or needed. The City continues to use a network of 23 Mission Communications sewer level monitors and 9 SmartCovers to notify staff when there is a sewer surcharge to prevent spills. Pretreatment Program staff also performed 168 Food Service Establishment inspections, and one FOG awareness event. Outreach staff also conducts FOG awareness campaigns which involve flyer and brochure distributions at multiple community events throughout the year. ",NA
2023,"5SSO11344","5F",616,"28-MAR-24","Municipal(Public)",280,0,3,1,1,0,0,0,0,0,0,"2 operators with Grade 1 Wastewater Treatment 1 Grade 3  Wastewater Treatment ",0,9,55,0,45,0,0,0,100,0,0,0,0,0,0,0,0,0,"None",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,"5c240111001","Snelling WWTF,   Hwy 59 , Snelling, CA 95369 ","WWTP same agency","","","","","","","","","","N","Y","Snelling WWTF,   Hwy 59 , Snelling, CA 95369 ","5c240111001","","","","","","","","","","","","","0",0,0,0,"N","Y","Other (specify below)","We have never had a spills.","Other (specify below)","We don't really have any failure points.","No spills","N/A",NA
2023,"4SSO11447","4",616,"28-MAR-24","Municipal(Public)",23788,2,17,2,1,1,2,1,0,0,0,"",1,74,0,95,5,0,0,0,100,100,0,0,0,0,0,100,6779,0,"None",77,0,2,51,47,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,"4SSO10460","Las Virgenes MWD CS, 4232  Las Virgenes Road, Calabasas, CA 91302 ","SSS other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Other (specify below)","Unknown. Contractor digging in the area.","Gravity Mainline","Broken Pipe ","None ","We will continue with the current maintenance and inspection schedule.",NA
2024,"4SSO11447","4",616,"22-DEC-25","Municipal(Public)",23788,3,10,1,1,1,0,1,0,0,0,"",0.9,72.9,0,95,5,0,0,0,100,100,0,0,0,0,0,100,6779,0,"None",77,0,2,51,47,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,"4B190104001","001,    , Calabasas, CA 91302 ","SSS other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Vandalism (specify below)","Debris, rags.","Gravity Mainline","None noted.","Inspect and monitor the condition. Place segments on a hydro periodical cleaning frequency of 60 days.","Added Sewer to Preventive Maintenance Program, Other (specify below) Inspect and monitor the condition. Place segments on a hydro periodical cleaning frequency of 60 days.",NA
2025,"4SSO11447","4",616,"16-MAR-26","Municipal(Public)",23788,6,16,3,1,2,4,2,0,0,0,"NASCO",0.9,72.9,0,94,6,0,0,0,100,11,89,0,0,0,0,100,6779,0,"None",77,0,2,51,47,0,0,0,0,0,100,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,14.8,0,"4B190104001","001,    , Calabasas, CA 91302 ","WWTP other agency","4B196000037","Discharge Point 1, 731  Malibu Canyon Road, Calabasas, CA 91302 ","","","","","","","","N","","","","","","","","","","","","","","","","",5,0,0,"Y","Y","Debris-General","Calcuim build up","Gravity Mainline","Manhole","Calcuim debris","Adjusted Schedule/Method of Preventive Maintenance, Other (specify below) Inspect and monitor the condition. Place segments on a hydro periodical cleaning frequency of 60 days.",NA
2025,"1SSO11475","1",616,"16-MAR-26","Municipal(Public)",320,1,2,0,0,0,0,0,0,0,0,"WWII d-2",2,3,100,0,0,0,0,0,8,100,0,0,0,0,0,0,156,156,"Lower only",0.8,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,85,"R1-2017-0005","","SSS other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","Y","Damage by Others Not Related to Collection System Construction/Maintenance","NO SPILLS","Force Main","NO FAILURES","NO ONGOING INVESTIGATIONS","N/A",NA
2023,"8SSO11477","8",616,"28-MAR-24","Municipal(Public)",216330,2,12,2,1,0,1,2,0,0,0,"CWEA",4,474,1,74,17,6,2,0,100,0,0,100,0,0,0,100,45357,45357,"Lower only",344,5,10,50,15,20,0,0,0,0,100,0,1,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,332,30,NA,"Inland Empire Utilities Agency","WWTP other agency",NA,"Rialto Treatment Plant","WWTP other agency","","","","","","","N","N","na","na","","","","","","","","","","","","",NA,0,0,2,"Y","Y","Fats, Oil and Grease (FOG)","Debris-rags, root intrusions, Debris from Construction ","Gravity Mainline","Lower Laterals",NA,"Continuous weekly preventative high frequency mainline cleaning, Lift station maintenance, CCTV inspection assessments, lateral inspections and jet rodding, root X for root intrusions. Upgrades to aged mainlines and laterals, and pump station rehabilitations including a SCADA operating system. ",NA
2024,"8SSO11477","8",616,"05-NOV-25","Municipal(Public)",216330,3,11,2,1,0,1,2,0,0,0,"CWEA",4,474,1,74,17,6,2,0,100,0,0,100,0,0,0,100,45357,45357,"Lower only",344,5,10,50,15,20,0,0,0,0,100,0,1,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,365,32,"8 362918001 ","001,    , CA  ","WWTP other agency","8 360112001","001,    , CA  ","WWTP other agency","","","","","","","N","","na","","","","","","","","","","","","","","N/A",0,0,2,"Y","Y","Fats, Oil and Grease (FOG)","Debris Rags root intrusions Debris from construction ","Gravity Mainline","Lower laterals","N/A","Continuous weekly preventive high frequency mainline cleaning. lift station maintenance CCTV inspection and assessment lateral inspections and jet rodding root x for root intrusions upgrades to aged mainlines and laterals and pump station rehabilitation and upgraded SCADA operating system ",NA
2025,"8SSO11477","8",616,"26-MAR-26","Municipal(Public)",223089,3,11,2,1,0,1,2,0,0,0,"CWEA",4,474,1,74,17,6,2,0,100,0,0,100,0,0,0,100,45357,45357,"Lower only",344,5,10,50,15,20,0,0,0,0,100,0,1,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,372,30,"8 362918001 ","Inland Empire Utilities Agency","WWTP other agency","8 360112001","Rialto Treatment Plant","WWTP other agency","","","","","","","N","N","na","","","","","","","","","","","","","","N/A",0,0,2,"Y","Y","Fats, Oil and Grease (FOG)","Debris, Rags, Root Intrusions, Debris from Construction ","Gravity Mainline","Lower Laterals","N/A","Continuous weekly preventive high frequency mainline cleaning. lift station maintenance CCTV inspection and assessment lateral inspections and jet rodding root x for root intrusions upgrades to aged mainlines and laterals and pump station rehabilitation and upgraded SCADA operating system ",NA
2023,"5SSO11326","5F",616,"16-APR-24","Municipal(Public)",960,0,3,1,1,0,0,0,0,0,2,"",1.1,4.2,79,0,0,0,0,0,79,21,0,0,0,0,0,21,340,0,"None",0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,1.2,0,0,"5C221003001","Don Pedro Sewer Zone 1, 2237  Ranchito Drive, La Grange, CA 95329 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","N/A",1,1,0,"N","Y","Pump Station Failure - Mechanical","N/A","Pump Station - Controls","","N/A","replacing old non-functional or failing lift station pumps with newer, smaller, easier to maintain submersible pumps.",NA
2025,"5SSO11326","5F",616,"17-MAR-26","Municipal(Public)",250,0,2,1,1,1,1,2,0,0,0,"0",3,8,100,0,0,0,0,0,100,100,0,0,0,0,0,100,108,0,"Upper and Lower",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,4.5,0,0,"5C221003001","Don Pedro Sewer Zone 1, 2237  Ranchito Drive, La Grange, CA 95329 ","WWTP same agency","","","","","","","","","","N","N","0","0","N","0","0","N","0","0","N","0","0","N","0","0","0",1,1,0,"Y","Y","Pump Station Failure - Mechanical","Control Systems/Pump Failure.","Pump Station - Mechanical","0","0","Replaced control system and pump.",NA
2023,"5SSO11323","5F",616,"16-APR-24","Municipal(Public)",420,0,3,1,1,0,0,0,0,0,2,"N/A",0,6,100,0,0,0,0,0,100,0,0,0,0,0,0,0,188,0,"None",0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3.3,"5C221002001","Yosemite West MD WWTF, 7168  Yosemite Park Way, Yosemite, CA 95389 ","WWTP same agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","N","Root Intrusion","N/A","Gravity Mainline","N/A","None    ","Perusing funding for system upgrades & repairs. ",NA
2025,"5SSO11323","5F",616,"17-MAR-26","Municipal(Public)",420,0,2,1,1,1,1,2,0,0,0,"0",0,6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,"None",0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"5C221002001","Yosemite West MD WWTF, 7168  Yosemite Park Way, Yosemite, CA 95389 ","WWTP same agency","","","","","","","","","","N","","0","0","","0","0","","0","0","","0","0","","0","0","0",0,0,0,"Y","Y","Fats, Oil and Grease (FOG)","0","Gravity Mainline","0","0","Removed large amount of Grease.",NA
2023,"4SSO11479","4",616,"17-MAR-26","Other",125,45,1,1,1,0,0,0,0,0,0,"This facility does not have a sewer plant; the facility has a lift station pumping waste via gravity main to city sewer system.",0.5,2,6,1,0,0,0,0,7,6,0,0,0,0,0,6,25,25,"Upper and Lower",2,100,100,100,100,0,0,0,0,65,465,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,"4A560105001","Oxnard waste water 6001 Perkins Road, Oxnard, Ca ","SSS other agency","","","","","","","","","","N","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a4A","N/A",1,1,0,"N","Y","Other (specify below)","None to date.","Other (specify below)","None to date. This facility is closed with limited staff on site. VYCF closed on July 1, 2023.","None.","No sewage spills or deficiencies to date. This facility is closed with limited staff on site. VYCF closed on July closed on July 1, 2023.",NA
2024,"4SSO11479","4",616,"17-MAR-26","Other",125,45,1,1,1,0,0,0,0,0,0,"This facility does not have a sewer plant, the facility has a lift station pumping waste via gravity main to city sewer system.",0.5,2,6,1,0,0,0,0,7,6,0,0,0,0,0,6,25,25,"Upper and Lower",2,100,100,100,100,0,0,0,0,65,465,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,"4A560105001","Oxnard wastewater 6001 Perkins , Oxnard, CA 93033 ","SSS other agency","","","","","","","","","","N","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N/A",1,1,0,"N","Y","Other (specify below)","None to date ","Other (specify below)","None to date this facility is closed with limited staff on site VYCF July 1, 2023.","None to date ","No sewage spills or deficiencies to date this facility close with limited staff on site. VYCF closed on July 1, 2023.",NA
2025,"4SSO11479","4",616,"17-MAR-26","Other",125,45,1,1,1,0,0,0,0,0,0,"This facility does not have a sewer plant the facility has a lift station pumping waste to via gravity main to city main sewer system.",0.5,2,6,1,0,0,0,0,7,6,0,0,0,0,0,6,25,25,"Upper and Lower",2,100,100,100,100,0,0,0,0,65,465,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,5,0,0,0,"4A560105001","Oxnard waste water 6001 Perkins Rd. Oxnard, CA 93033","SSS other agency","","","","","","","","","","N","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N","n/a","n/a","N/A",1,1,0,"N","Y","Other (specify below)","None to date ","Other (specify below)","None to date, this facility closed with limited staff on sight. VYCF closed on July 1, 2023.","None ","No sewage spills or deficiencies to date the facility closed with limited staff on site. VYCF closed on July 1, 2023.",NA
2023,"5SSO11480","5S",616,"13-DEC-24","Municipal(Public)",8610,1,15,2,2,7,2,1,0,0,10,"SWRCB",0.3,22.6,63,14,20,1,2,0,100,0,100,0,0,0,0,100,2398,2398,"Lower only",9,0,0,0,10,90,0,0,0,0,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,11.7,0,"5B390107001","Stockton STP - Main Plant, Stockton, CA  ","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Root Intrusion","","Gravity Mainline","","N/A","N/A",NA
2024,"5SSO11480","5S",616,"30-SEP-25","Municipal(Public)",8610,4,11,2,2,5,3,0,0,0,8,"SWRCB",0.3,22.6,63,14,20,1,2,0,100,0,100,0,0,0,0,100,2398,2398,"Lower only",9,0,0,0,10,90,0,0,0,0,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,11.7,1.2,"5B390107001","001,    , Stockton, CA  ","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Root Intrusion","","Gravity Mainline","N/A","N/A","N/A",NA
2025,"5SSO11480","5S",616,"16-MAR-26","Municipal(Public)",8610,6,11,2,2,5,3,0,0,0,8,"SWRCB",0.3,22.6,63,14,20,1,2,0,100,0,100,0,0,0,0,100,2398,2398,"Lower only",9,0,0,0,10,90,0,0,0,0,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,1.2,"5B390107001","001,    , Stockton, CA  ","WWTP other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"Y","Y","Debris-General","","Gravity Mainline","N/A","N/A","N/A",NA
2023,"2SSO11481","2",616,"02-APR-24","Park (w/Campground)",415,0,5,1,1,0,0,0,0,0,0,"none",1,1,100,0,0,0,0,0,0,100,0,0,0,0,0,0,4,4,"Upper and Lower",0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2sso10209","Union S.D. CS, 5072  Benson Road, Union City, CA 94587 ","SSS other agency","","","","","","","","","","N","","","","","","","","","","","","","","","","",0,0,0,"N","Y","Other (specify below)","no reportable sso's on this system ","Other (specify below)","no known failure points","none","none",NA
2024,"2SSO11481","2",616,"26-JAN-26","Park (w/Campground)",500,0,5,1,1,0,0,0,0,0,0,"none",1,1,100,0,0,0,0,0,100,100,0,0,0,0,0,100,4,4,"Upper and Lower",0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2SSO10209","Union Sanitary District 5072 Benson Road, Union City, CA 94587","SSS other agency","","","","","","","","","","N","N","","","N","none","none","N","none","none","N","none","none","N","none","none","",0,0,0,"N","Y","Other (specify below)","There were no spills from this system, but we can't certify this report without an entry in number 15.","Other (specify below)","There were no infrastructure failure points on this system, but we can't certify this report without an entry in number 16.","none","none",NA
2025,"2SSO11481","2",616,"25-MAR-26","Park (w/Campground)",500,0,5,1,1,0,0,0,0,0,0,"NONE",1.5,0.2,100,0,0,0,0,0,100,100,0,0,0,0,0,100,4,4,"Upper and Lower",0,0,0,0,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2SSO10209","Union Sanitary District 5072 Benson Road, Union City, Ca 94587 ","SSS other agency","","","","","","","","","","N","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","N","N/A","N/A","",0,0,0,"N","Y","Other (specify below)","There were no spills from this system during this period.","Other (specify below)","There were no infrastructure failure points on this system during this period.","NONE","NONE",NA
